2025-12-14 15:35:29,894 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-14 15:58:28,917 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-14 15:58:28,917 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-14 15:59:58,380 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-14 15:59:58,382 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-14 15:59:58,383 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-14 15:59:58,383 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-14 16:00:02,257 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-14 16:00:02,257 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-14 16:00:02,261 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-14 16:00:02,261 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-15 13:20:32,549 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-15 13:20:32,550 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-15 13:20:32,611 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-15 13:20:32,611 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-15 13:20:37,312 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-15 13:20:37,313 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-15 13:20:37,318 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-15 13:20:37,319 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-15 13:21:02,322 | INFO | knowledgebase-server | KB query received: 'Summarize the key themes of the budget speech in 3 points.' [state_id=smoke]
2025-12-15 13:21:02,323 | INFO | knowledgebase-server | Processing KB query: Summarize the key themes of the budget speech in 3 points.... [state_id=smoke]
2025-12-15 13:21:02,999 | INFO | knowledgebase-server | ✅ KB answer generated via groq
2025-12-15 13:21:03,000 | INFO | knowledgebase-server | KB response [state_id=smoke]: chart=None
2025-12-15 13:22:08,843 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-15 13:22:08,843 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-15 13:22:08,844 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-15 13:22:08,845 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-15 13:22:12,948 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-15 13:22:12,949 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-15 13:22:12,953 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-15 13:22:12,953 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-15 15:22:48,197 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-15 15:22:48,198 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-15 15:22:48,247 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-15 15:22:48,248 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-15 15:22:54,200 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-15 15:22:54,200 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-15 15:22:54,208 | INFO | knowledgebase-server | KB query received: 'What are the priorities of the budget speech?' [state_id=default]
2025-12-15 15:22:54,208 | INFO | knowledgebase-server | Processing KB query: What are the priorities of the budget speech?... [state_id=default]
2025-12-15 15:22:54,739 | INFO | knowledgebase-server | ✅ KB answer generated via groq
2025-12-15 15:22:54,739 | INFO | knowledgebase-server | KB response [state_id=default]: chart=None
2025-12-15 19:40:10,302 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-15 19:40:10,309 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-15 19:40:10,357 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-15 19:40:10,357 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-15 19:40:15,088 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-15 19:40:15,089 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-15 19:40:15,092 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-15 19:40:15,094 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-15 20:01:18,219 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-15 20:01:18,220 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-15 20:01:18,221 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-15 20:01:18,222 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-15 20:01:21,858 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-15 20:01:21,859 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-15 20:01:21,862 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-15 20:01:21,863 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-15 20:15:22,017 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-15 20:15:22,018 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-15 20:15:22,021 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-15 20:15:22,021 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-15 20:15:26,699 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-15 20:15:26,700 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-15 20:15:26,707 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-15 20:15:26,707 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-15 22:10:57,270 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-15 22:10:57,278 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-15 22:10:57,284 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-15 22:10:57,284 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-15 22:11:03,061 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-15 22:11:03,061 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-15 22:11:03,066 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-15 22:11:03,067 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-15 22:21:02,838 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-15 22:21:02,839 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-15 22:21:02,908 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-15 22:21:02,908 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-15 22:21:09,215 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-15 22:21:09,215 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-15 22:21:09,222 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-15 22:21:09,222 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-15 22:43:24,869 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-15 22:43:24,869 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-15 22:43:24,871 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-15 22:43:24,872 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-15 22:43:30,603 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-15 22:43:30,603 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-15 22:43:30,609 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-15 22:43:30,610 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-15 22:56:04,236 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-15 22:56:04,239 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-15 22:56:04,239 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-15 22:56:04,239 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-15 22:56:08,656 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-15 22:56:08,656 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-15 22:56:08,660 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-15 22:56:08,660 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-29 13:38:29,871 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-29 13:38:29,872 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-29 13:38:29,875 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-29 13:38:29,876 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-29 13:38:30,547 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-29 13:38:30,547 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-29 13:38:30,550 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-29 13:38:30,550 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-29 13:55:25,695 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-29 13:55:25,695 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-29 13:55:25,697 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-29 13:55:25,697 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-29 13:55:26,343 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-29 13:55:26,343 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-29 13:55:26,345 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-29 13:55:26,345 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-29 13:57:05,073 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-29 13:57:05,073 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-29 13:57:05,074 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-29 13:57:05,075 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-29 13:57:05,730 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-29 13:57:05,730 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-29 13:57:05,732 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-29 13:57:05,732 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-29 15:54:01,770 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-29 15:54:01,771 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-29 15:54:01,773 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-29 15:54:01,773 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-29 15:54:02,473 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-29 15:54:02,474 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.1-8b-instant', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.0-flash', 'failures': 0}}
2025-12-29 15:54:02,477 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-29 15:54:02,477 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-30 01:13:51,701 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-30 01:13:51,702 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-30 01:13:51,705 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-30 01:13:51,705 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-30 01:13:53,475 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-30 01:13:53,475 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2025-12-30 01:13:53,477 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2025-12-30 01:13:53,479 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-30 01:13:53,479 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-30 01:24:25,895 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-30 01:24:25,896 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-30 01:24:25,897 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-30 01:24:25,897 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-30 01:24:27,417 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-30 01:24:27,417 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2025-12-30 01:24:27,419 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2025-12-30 01:24:27,422 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-30 01:24:27,422 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-30 01:34:43,176 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-30 01:34:43,177 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-30 01:34:43,178 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-30 01:34:43,178 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-30 01:34:44,466 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-30 01:34:44,467 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2025-12-30 01:34:44,469 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2025-12-30 01:34:44,471 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-30 01:34:44,471 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-30 01:44:14,915 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-30 01:44:14,916 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-30 01:44:14,917 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-30 01:44:14,917 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-30 01:44:16,178 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-30 01:44:16,178 | INFO | knowledgebase-server |    LLM Status: {'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': True, 'model': 'gemini-2.5-pro', 'failures': 0}}
2025-12-30 01:44:16,179 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2025-12-30 01:44:16,181 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-30 01:44:16,181 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-30 13:11:06,437 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-30 13:11:06,438 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-30 13:11:06,442 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-30 13:11:06,442 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-30 13:11:07,171 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-30 13:11:07,171 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': False, 'model': 'gemini-2.5-pro', 'failures': 0}}
2025-12-30 13:11:07,175 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2025-12-30 13:11:07,179 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-30 13:11:07,179 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-30 13:12:20,104 | INFO | knowledgebase-server | KB query received: 'What is photosynthesis?' [state_id=session123]
2025-12-30 13:12:20,105 | INFO | knowledgebase-server | Processing KB query: What is photosynthesis?... [state_id=session123]
2025-12-30 13:12:21,009 | INFO | knowledgebase-server | ✅ KB answer generated via bedrock
2025-12-30 13:12:21,103 | INFO | knowledgebase-server | Visualization: No chartable data found in result
2025-12-30 13:12:21,103 | INFO | knowledgebase-server | KB response [state_id=session123]: chart=None
2025-12-30 13:12:22,431 | INFO | knowledgebase-server | KB query received: 'What is the photobuilding process?' [state_id=session123]
2025-12-30 13:12:22,431 | INFO | knowledgebase-server | Processing KB query: What is the photobuilding process?... [state_id=session123]
2025-12-30 13:12:22,969 | INFO | knowledgebase-server | ✅ KB answer generated via bedrock
2025-12-30 13:12:23,125 | INFO | knowledgebase-server | Visualization: No chartable data found in result
2025-12-30 13:12:23,125 | INFO | knowledgebase-server | KB response [state_id=session123]: chart=None
2025-12-30 13:36:53,962 | INFO | knowledgebase-server | Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2025-12-30 13:36:53,962 | INFO | knowledgebase-server | Loading existing embeddings from data\vectordb\embeddings.pkl
2025-12-30 13:36:53,965 | INFO | knowledgebase-server | Loaded 277 document chunks
2025-12-30 13:36:53,965 | INFO | knowledgebase-server | Vector database initialized successfully
2025-12-30 13:36:55,076 | INFO | knowledgebase-server | ✅ MultiProviderLLM initialized
2025-12-30 13:36:55,076 | INFO | knowledgebase-server |    LLM Status: {'bedrock': {'available': True, 'model': 'meta.llama3-8b-instruct-v1:0', 'failures': 0}, 'groq': {'available': True, 'model': 'llama-3.3-70b-versatile', 'failures': 0}, 'google': {'available': False, 'model': 'gemini-2.5-pro', 'failures': 0}}
2025-12-30 13:36:55,078 | INFO | knowledgebase-server | ✅ SmartVisualizationTool initialized (auto-detect charts)
2025-12-30 13:36:55,081 | INFO | knowledgebase-server | Starting Knowledge Base MCP Server (stdio)...
2025-12-30 13:36:55,081 | INFO | knowledgebase-server | Architecture: Schema-Driven Visualization + Multi-Provider LLM
2025-12-30 13:38:01,616 | INFO | knowledgebase-server | KB query received: 'What is photosynthesis?' [state_id=session123]
2025-12-30 13:38:01,616 | INFO | knowledgebase-server | Processing KB query: What is photosynthesis?... [state_id=session123]
